Trial,DAP,PlotID,Plot,row,range,Name,Total.yield,spec.grav,vine.maturity,Red,Green,Blue,NGRDI,BGI,GLI,PH,Volume,Canopy
chips_HARS_2022,50,163,163,6,12,W19MSU1-21,547.18015,1.064,7,44.7661628723145,63.8403816223145,34.4970817565918,0.193991437554359,0.514780879020691,0.257285177707672,0.200116276741028,0.447302222251892,55.217
chips_HARS_2022,50,164,164,5,12,W19020-6,540.1077,1.075,6,44.8576545715332,65.8712539672852,32.4280319213867,0.215712949633598,0.461975306272507,0.291600197553635,0.151817783713341,0.305928289890289,49.762
chips_HARS_2022,50,165,165,4,12,MN19TX18120-1,317.8549,1.077,NA,49.9309349060059,70.2165374755859,36.4386405944824,0.192707553505898,0.485045731067657,0.269368499517441,0.131305515766144,0.232288509607315,43.679
chips_HARS_2022,50,166,166,3,12,MSGG426-2,580.316,1.072,7,43.660026550293,64.0143737792969,33.8418159484863,0.219357758760452,0.492347329854965,0.281429618597031,0.162827238440514,0.364270120859146,55.24
chips_HARS_2022,50,167,167,2,12,W16219-8,529.1814,1.078,9,44.563720703125,60.7526321411133,33.5380744934082,0.176607981324196,0.517065823078156,0.247163504362106,0.100562669336796,0.172121286392212,42.286
chips_HARS_2022,50,168,168,1,12,W19032-4,488.34995,1.067,7,51.2124786376953,69.4515533447266,38.1031913757324,0.171362891793251,0.517650425434113,0.243848025798798,0.0165668409317732,0.025934986770153,38.663
chips_HARS_2022,50,169,169,1,13,W19012-9,470.56295,1.075,7,56.9194183349609,77.6214752197266,38.7632865905762,0.168181985616684,0.475977510213852,0.257588416337967,0.0711488574743271,0.118526563048363,41.135
chips_HARS_2022,50,17,17,12,2,W19022-5,663.54585,1.069,6,44.0156860351562,67.0532302856445,33.4973754882812,0.224355220794678,0.477772444486618,0.289143681526184,0.188799291849136,0.402652710676193,52.687
chips_HARS_2022,50,170,170,2,13,W17065-11,585.6037,1.087,9,42.2052116394043,62.1502113342285,32.7011566162109,0.21423302590847,0.498686790466309,0.275045841932297,0.183648437261581,0.380688786506653,51.192
chips_HARS_2022,50,171,171,3,13,W19013-1,505.61665,1.077,6,44.8088493347168,67.5839538574219,34.7519302368164,0.227274999022484,0.48288169503212,0.289196997880936,0.226075455546379,0.571456491947174,62.429
chips_HARS_2022,50,172,172,4,13,W19022-25,405.471,1.077,6,42.1253051757812,62.4539680480957,31.6512680053711,0.221874877810478,0.472848653793335,0.29077211022377,0.174388706684113,0.436155885457993,61.775
chips_HARS_2022,50,173,173,5,13,W19013-4,473.26125,1.074,9,42.6387748718262,61.6178512573242,31.7677745819092,0.206386908888817,0.484814465045929,0.276826202869415,0.160329475998878,0.32668262720108,50.313
chips_HARS_2022,50,174,174,6,13,W19027-14,686.2757,1.075,8,43.1277809143066,63.0356369018555,32.0925674438477,0.209305912256241,0.478958547115326,0.280888587236404,0.190805479884148,0.424703687429428,54.96
chips_HARS_2022,50,175,175,7,13,W19MSU1-20,527.197,1.069,6,43.5499458312988,65.3676223754883,32.5512466430664,0.222020268440247,0.470966130495071,0.291038542985916,0.232582584023476,0.58357173204422,61.961
chips_HARS_2022,50,176,176,8,13,W19027-51,464.90015,1.081,7,54.0982818603516,74.0990524291992,37.4064407348633,0.172069698572159,0.475068241357803,0.260988891124725,0.0775043219327927,0.0960755124688148,30.618
chips_HARS_2022,50,177,177,9,13,ND1734-7,638.55935,1.067,6,45.8533897399902,67.0789184570312,33.8411483764648,0.205937892198563,0.477618217468262,0.279498279094696,0.198850840330124,0.440640687942505,54.738
chips_HARS_2022,50,178,178,10,13,W19003-6,473.67265,1.08,7,48.0123672485352,63.8772048950195,33.1861114501953,0.159544557332993,0.489348590373993,0.248067274689674,0.0327805019915104,0.0545364208519459,41.081
chips_HARS_2022,50,179,179,11,13,W19012-28,516.8031,1.082,9,50.7813949584961,70.3125534057617,39.6352348327637,0.180430069565773,0.536656856536865,0.240893676877022,0.100414328277111,0.177863359451294,43.746
chips_HARS_2022,50,18,18,11,2,W17065-11,599.19805,1.088,9,39.2042045593262,61.2691612243652,31.8425235748291,0.25108140707016,0.488620191812515,0.300651580095291,0.220292568206787,0.53557562828064,60.051
chips_HARS_2022,50,180,180,12,13,W15200-3,433.41595,1.077,6,53.0610313415527,74.7160491943359,37.8282737731934,0.191353514790535,0.474769771099091,0.272521317005157,0.107550844550133,0.226499378681183,52.003
chips_HARS_2022,50,181,181,13,13,W17039-7,668.9848,1.073,6,50.1907081604004,71.5674591064453,38.8219795227051,0.197092115879059,0.51665461063385,0.257965266704559,0.173284694552422,0.38725820183754,55.197
chips_HARS_2022,50,182,182,14,13,Snowden,537.82685,1.075,7,51.3364448547363,71.5375442504883,37.6345634460449,0.183028995990753,0.499986827373505,0.256624698638916,0.0728399157524109,0.120792597532272,40.962
chips_HARS_2022,50,183,183,14,14,FILL,NA,NA,NA,46.3467559814453,64.1502227783203,35.0878257751465,0.186094641685486,0.51161402463913,0.254608780145645,0.162158384919167,0.34370031952858,52.362
chips_HARS_2022,50,184,184,13,14,W19ND1810Y-5,381.25285,1.068,5,53.6082458496094,75.2578125,39.9363327026367,0.189854174852371,0.49808806180954,0.261945158243179,0.119871884584427,0.211233541369438,43.526
chips_HARS_2022,50,185,185,12,14,ND1789-1,610.46315,1.076,6,51.2015800476074,73.9444351196289,38.8886337280273,0.201450943946838,0.497984617948532,0.268225580453873,0.143541127443314,0.310432255268097,53.39
chips_HARS_2022,50,186,186,11,14,W19024-16,500.86135,1.086,7,45.8266563415527,66.0060653686523,34.2183074951172,0.19833967089653,0.492675572633743,0.268328130245209,0.0885127186775208,0.133202135562897,37.166
chips_HARS_2022,50,187,187,10,14,W19003-3,414.5944,1.091,8,45.6674346923828,64.3955841064453,31.9696445465088,0.196641936898232,0.466167032718658,0.279080808162689,0.0588944926857948,0.0987336188554764,41.397
chips_HARS_2022,50,188,188,9,14,W19012-24,463.15775,1.092,6,42.4520606994629,64.3904800415039,32.2805595397949,0.230579689145088,0.473936676979065,0.29497691988945,0.154651746153831,0.385195106267929,61.533
chips_HARS_2022,50,189,189,8,14,W19022-2,379.6738,1.08,9,47.6914863586426,66.4534454345703,32.5757179260254,0.190117433667183,0.45508274435997,0.280442744493484,0.0231513269245625,0.0283288210630417,30.226
chips_HARS_2022,50,19,19,10,2,W19028-32,445.91525,1.068,4,47.7306861877441,68.9545516967773,33.4571762084961,0.209257289767265,0.452960908412933,0.292597085237503,0.107473582029343,0.179487228393555,41.233
chips_HARS_2022,50,190,190,7,14,W19018-3,469.00205,1.081,8,43.7416000366211,70.5243072509766,31.6799621582031,0.263310462236404,0.418802917003632,0.33749395608902,0.166980639100075,0.406909197568893,60.161
chips_HARS_2022,50,191,191,6,14,W19027-37,639.17645,1.065,6,48.2853775024414,69.9088439941406,34.451530456543,0.209470182657242,0.457757174968719,0.29022154211998,0.105590492486954,0.211722031235695,49.521
chips_HARS_2022,50,192,192,5,14,W19002-7,510.2086,1.07,9,47.5076866149902,66.9322738647461,33.1689491271973,0.201570436358452,0.457735151052475,0.286159962415695,0.0799155458807945,0.146344155073166,45.227
chips_HARS_2022,50,193,193,4,14,Pike,413.14845,1.075,8,50.3851432800293,70.3315200805664,35.5697822570801,0.189570277929306,0.475439995527267,0.270765125751495,0.0112269716337323,0.010269177146256,22.603
chips_HARS_2022,50,194,194,3,14,Lamoka,462.8855,1.071,6,46.8624572753906,68.9575271606445,32.5664863586426,0.218370959162712,0.437163978815079,0.30407127737999,0.0682699754834175,0.14041206240654,50.776
chips_HARS_2022,50,195,195,2,14,Hodag,676.5473,1.077,8,43.5809097290039,65.3734970092773,33.2602729797363,0.229901909828186,0.473823875188828,0.294683814048767,0.144351482391357,0.324272245168686,55.468
chips_HARS_2022,50,196,196,1,14,MSGG349-3,465.5838,1.065,7,49.0947456359863,67.3777313232422,35.3292198181152,0.177430644631386,0.49298483133316,0.257046550512314,0.0182237289845943,0.027162654325366,36.805
chips_HARS_2022,50,2,2,2,1,W19016-2,430.83865,1.072,7,45.859748840332,63.3445358276367,32.7875137329102,0.185661733150482,0.482944369316101,0.26645639538765,0.0404788590967655,0.0706796124577522,43.128
chips_HARS_2022,50,20,20,9,2,W19024-6,408.7017,1.073,9,59.252254486084,77.2938461303711,40.8709259033203,0.147354140877724,0.503667712211609,0.235264584422112,0.0262237675487995,0.022690936923027,21.364
chips_HARS_2022,50,21,21,8,2,Pike,416.4336,1.074,8,54.8964462280273,71.3937072753906,39.1120338439941,0.149452611804008,0.521866679191589,0.229494109749794,0.0151731297373772,0.0113864243030548,18.533
chips_HARS_2022,50,22,22,7,2,Atlantic,706.519,1.078,8,41.9440956115723,64.799674987793,33.0916366577148,0.245597660541534,0.481143832206726,0.30103874206543,0.170239627361298,0.398105263710022,57.763
chips_HARS_2022,50,23,23,6,2,Snowden,608.7147,1.077,7,42.7754440307617,64.1937713623047,31.7529029846191,0.228903323411942,0.465206205844879,0.298109114170074,0.142132058739662,0.288535237312317,50.123
chips_HARS_2022,50,24,24,5,2,W19028-17,490.37065,1.07,6,46.9571800231934,70.7014083862305,34.4456825256348,0.226552963256836,0.459110945463181,0.299191057682037,0.180378139019012,0.444303572177887,60.822
chips_HARS_2022,50,25,25,4,2,MSGG409-2,562.38985,1.071,7,52.2112770080566,70.0324630737305,39.8335418701172,0.169615343213081,0.537169396877289,0.235496699810028,0.0551582872867584,0.0808158740401268,36.187
chips_HARS_2022,50,26,26,3,2,MSGG242-1,531.8313,1.079,6,50.6320381164551,75.4778060913086,39.4358100891113,0.221002414822578,0.493924647569656,0.281520664691925,0.18357627093792,0.456161618232727,61.373
chips_HARS_2022,50,27,27,2,2,W19024-23,599.2767,1.061,5,48.1884536743164,71.478630065918,39.3206634521484,0.219192042946815,0.522215723991394,0.268413186073303,0.175309434533119,0.377858877182007,53.251
chips_HARS_2022,50,28,28,1,2,W19015-3,655.54775,1.076,9,45.1223487854004,67.4101333618164,37.127124786377,0.226469695568085,0.523487150669098,0.272077828645706,0.216501489281654,0.544378936290741,62.087
chips_HARS_2022,50,29,29,1,3,W19027-10,576.15965,1.065,5,44.7847633361816,67.2567672729492,36.3977088928223,0.235258147120476,0.508503079414368,0.283875048160553,0.141326993703842,0.319161713123322,55.779
chips_HARS_2022,50,3,3,3,1,W19ND1810Y-8,642.9819,1.066,7,42.4165000915527,64.2730865478516,33.4219589233398,0.232609421014786,0.49049910902977,0.289533704519272,0.195301994681358,0.483355700969696,61.102
chips_HARS_2022,50,30,30,2,3,W17039-7,739.40075,1.076,7,45.5274353027344,66.5294418334961,35.3039665222168,0.209284111857414,0.505867540836334,0.269588649272919,0.163141489028931,0.360284298658371,54.558
chips_HARS_2022,50,31,31,3,3,W19ND1810Y-6,412.43455,1.074,7,44.8958625793457,65.182975769043,33.580451965332,0.21257483959198,0.476705372333527,0.284550935029984,0.137976720929146,0.242396622896194,43.396
chips_HARS_2022,50,32,32,4,3,W19021-2,478.44005,1.08,8,47.8788566589355,68.1106948852539,35.8195610046387,0.197386413812637,0.493712842464447,0.26845708489418,0.09698686003685,0.173084154725075,44.052
chips_HARS_2022,50,33,33,5,3,W19008-2,650.27215,1.073,7,49.3834381103516,69.0078353881836,36.8483810424805,0.188230663537979,0.504953444004059,0.258705019950867,0.0757424905896187,0.144519463181496,47.101
chips_HARS_2022,50,34,34,6,3,ND14348ABC-1,298.13795,1.066,6,56.0289192199707,75.5859451293945,40.734977722168,0.168054297566414,0.508713006973267,0.245776370167732,0.0536813512444496,0.0647195428609848,29.776
chips_HARS_2022,50,35,35,7,3,W19MSU1-23,619.2417,1.072,9,43.4900054931641,66.8610153198242,33.639965057373,0.236561298370361,0.473716467618942,0.298316895961761,0.197154745459557,0.506039500236511,63.401
chips_HARS_2022,50,36,36,8,3,W19024-29,619.3869,1.08,9,42.349983215332,66.2817306518555,35.2781524658203,0.247397691011429,0.499967634677887,0.293793261051178,0.206416741013527,0.52292674779892,62.568
chips_HARS_2022,50,37,37,9,3,Lamoka,378.36095,1.073,7,52.9900588989258,72.7230911254883,36.4700622558594,0.180141061544418,0.467489570379257,0.269902437925339,0.0437350794672966,0.0610871948301792,34.489
chips_HARS_2022,50,38,38,10,3,W19002-14,519.37435,1.072,6,48.1094398498535,69.8174133300781,37.1630706787109,0.210595414042473,0.502838134765625,0.271974742412567,0.0766071602702141,0.163203835487366,52.606
chips_HARS_2022,50,39,39,11,3,MSGG294-1,474.10825,1.065,6,49.426685333252,74.2585830688477,36.4972152709961,0.221218228340149,0.463165372610092,0.294627249240875,0.134421229362488,0.274144500494003,50.372
chips_HARS_2022,50,4,4,4,1,W19002-2,531.6377,1.073,6,42.6735801696777,65.6050262451172,32.6058082580566,0.24363200366497,0.463804006576538,0.307827591896057,0.210789695382118,0.59977912902832,70.251
chips_HARS_2022,50,40,40,12,3,W19027-52,573.9272,1.073,7,55.9043273925781,78.4894714355469,40.4655876159668,0.18402786552906,0.489836007356644,0.261401414871216,0.132509529590607,0.243451341986656,45.383
chips_HARS_2022,50,41,41,13,3,W19026-13,624.01515,1.065,8,46.9576797485352,70.6141510009766,36.8185691833496,0.226181179285049,0.494524627923965,0.284482598304749,0.248255804181099,0.699724674224854,69.597
chips_HARS_2022,50,42,42,14,3,W19023-13,515.91375,1.066,9,50.6870231628418,76.1669235229492,40.1491737365723,0.223948091268539,0.499389857053757,0.281295657157898,0.193377390503883,0.468150675296783,59.779
chips_HARS_2022,50,43,43,14,4,W19MSU2-10,512.91295,1.064,5,51.8682060241699,73.3773727416992,40.3968467712402,0.190844923257828,0.526162803173065,0.250831604003906,0.194531261920929,0.421272248029709,53.482
chips_HARS_2022,50,44,44,13,4,W19ND1810Y-7,522.2602,1.077,4,46.9556655883789,68.3082656860352,38.3965873718262,0.206050381064415,0.537306308746338,0.255141586065292,0.285956591367722,0.800159990787506,69.124
chips_HARS_2022,50,45,45,12,4,W19029-14,597.31045,1.086,5,47.3929977416992,73.632942199707,36.6272048950195,0.228372305631638,0.481218904256821,0.289767116308212,0.296932011842728,0.820254445075989,68.226
chips_HARS_2022,50,46,46,11,4,ND1780-2,462.1716,1.073,5,44.1051406860352,69.607780456543,33.3158912658691,0.244270294904709,0.448633939027786,0.313750863075256,0.245335251092911,0.567557036876678,57.125
chips_HARS_2022,50,47,47,10,4,ND1776-11,414.23745,1.07,5,47.7490196228027,68.9536819458008,35.3117790222168,0.208067268133163,0.472954601049423,0.284025698900223,0.0777743756771088,0.141528099775314,44.937
chips_HARS_2022,50,48,48,9,4,MN19TX18304-1,682.93005,1.08,6,44.2687110900879,68.7325210571289,32.4287910461426,0.241242617368698,0.441910475492477,0.31545689702034,0.254666477441788,0.742510497570038,72.019
chips_HARS_2022,50,49,49,8,4,W19029-17,618.2979,1.065,7,51.3401794433594,75.0811386108398,38.5654296875,0.204390630125999,0.483657389879227,0.275960594415665,0.120504535734653,0.231079891324043,47.365
chips_HARS_2022,50,5,5,5,1,W19007-7,393.26815,1.082,9,44.8623962402344,70.433219909668,34.3247032165527,0.244164392352104,0.466162413358688,0.306167215108871,0.25555557012558,0.707961976528168,68.426
chips_HARS_2022,50,50,50,7,4,W19026-11,630.6278,1.073,6,47.1081886291504,69.9882736206055,34.4819107055664,0.222230702638626,0.462299436330795,0.295847207307816,0.112700119614601,0.231924757361412,50.832
chips_HARS_2022,50,51,51,6,4,MSGG343-1,576.444,1.077,6,44.4075355529785,65.2796249389648,34.0811309814453,0.221334978938103,0.489847302436829,0.283505201339722,0.137178912758827,0.301676213741302,54.298
chips_HARS_2022,50,52,52,5,4,W17049-10,481.2049,1.079,5,46.4778289794922,68.3800506591797,37.1657447814941,0.223771035671234,0.506452858448029,0.278511345386505,0.103037506341934,0.176188349723816,42.222
chips_HARS_2022,50,53,53,4,4,MSHH664-01,623.93045,1.06,9,46.0026359558105,69.6752014160156,35.586124420166,0.231691986322403,0.484718590974808,0.290882736444473,0.174862518906593,0.470225125551224,66.424
chips_HARS_2022,50,54,54,3,4,W19017-3,327.22635,1.078,7,45.7491073608398,68.132698059082,33.0533447265625,0.226631626486778,0.453410536050797,0.302295655012131,0.160938829183578,0.373528331518173,57.327
chips_HARS_2022,50,55,55,2,4,W19024-18,590.64335,1.085,6,43.2400932312012,70.0430221557617,35.5142707824707,0.265552580356598,0.477751612663269,0.312794178724289,0.221845179796219,0.575586438179016,64.088
chips_HARS_2022,50,56,56,1,4,W19027-12,610.324,1.072,7,48.850772857666,72.2533264160156,35.8750076293945,0.221031099557877,0.462427407503128,0.295401006937027,0.150613054633141,0.300114184617996,49.21
chips_HARS_2022,50,57,57,1,5,W19021-4,804.9525,1.066,7,45.6963500976562,64.2105026245117,35.7561798095703,0.197500228881836,0.52026754617691,0.258360624313354,0.127908155322075,0.270173251628876,52.174
chips_HARS_2022,50,58,58,2,5,W19027-40,561.4642,1.075,7,46.0326118469238,69.1744613647461,35.2549934387207,0.230030536651611,0.47674486041069,0.294087797403336,0.146143704652786,0.316992223262787,53.58
chips_HARS_2022,50,59,59,3,5,MSGG263-1,631.96485,1.072,6,40.5660591125488,61.0571708679199,33.6017837524414,0.237750113010406,0.516518235206604,0.281304210424423,0.211377307772636,0.603042721748352,70.457
chips_HARS_2022,50,6,6,6,1,W19007-18,592.34945,1.081,8,48.5643196105957,68.0419464111328,36.3610343933105,0.189510554075241,0.502651989459991,0.260135471820831,0.0729454904794693,0.111179128289223,37.65
chips_HARS_2022,50,60,60,4,5,W19026-15,452.8909,1.081,5,48.4763107299805,72.2324371337891,35.7418327331543,0.217914775013924,0.465984374284744,0.291179448366165,0.0958089604973793,0.158404409885406,40.823
chips_HARS_2022,50,61,61,5,5,W19MSU2-8,687.96365,1.067,6,48.4517936706543,69.7499465942383,36.1919593811035,0.199880182743073,0.492632657289505,0.269547462463379,0.127470269799232,0.246648475527763,47.797
chips_HARS_2022,50,62,62,6,5,W19024-22,465.19055,1.088,5,44.8291625976562,66.1653213500977,36.7299194335938,0.216599732637405,0.522636532783508,0.267000555992126,0.163537874817848,0.366411089897156,55.345
chips_HARS_2022,50,63,63,7,5,W19027-55,773.19,1.061,6,47.6323356628418,71.4024963378906,37.1533355712891,0.224011227488518,0.4899682700634,0.284976810216904,0.150499776005745,0.320098876953125,52.544
chips_HARS_2022,50,64,64,8,5,W17043-37,529.3145,1.076,7,51.310920715332,75.026496887207,37.7400054931641,0.208290949463844,0.477910101413727,0.280446261167526,0.135554060339928,0.294161081314087,53.582
chips_HARS_2022,50,65,65,9,5,MSGG328-5,895.63595,1.063,6,50.6624374389648,74.8214416503906,37.8106842041016,0.208845600485802,0.478833854198456,0.280501008033752,0.195303410291672,0.48103728890419,60.822
chips_HARS_2022,50,66,66,10,5,W19026-16,743.50265,1.062,6,48.5792579650879,72.0878143310547,35.3405990600586,0.217948392033577,0.460833042860031,0.294030129909515,0.122162446379662,0.288939654827118,58.411
chips_HARS_2022,50,67,67,11,5,ND14359ABC-3,431.02015,1.061,5,56.853889465332,74.1993103027344,40.1709442138672,0.147049233317375,0.518370687961578,0.229154869914055,0.03223866969347,0.0304351728409529,23.323
chips_HARS_2022,50,68,68,12,5,W19024-20,563.6543,1.082,5,50.6028747558594,70.8293685913086,40.2325210571289,0.188551500439644,0.538996577262878,0.244911000132561,0.144516602158546,0.281516194343567,48.121
chips_HARS_2022,50,69,69,13,5,MSGG384-2,460.30215,1.067,6,53.6870536804199,73.0380477905273,41.652400970459,0.173023998737335,0.538564205169678,0.236341282725334,0.071301281452179,0.118648543953896,41.105
chips_HARS_2022,50,7,7,7,1,W19031-14,694.3948,1.079,8,42.773551940918,66.5207977294922,35.0115928649902,0.245393574237823,0.526325511118574,0.295446455478668,0.211760193109512,0.548014342784882,63.931
chips_HARS_2022,50,70,70,14,5,W19028-23,560.8229,1.081,9,46.7040481567383,67.4745178222656,37.8537445068359,0.213501811027527,0.526750862598419,0.263819545507431,0.268232434988022,0.831526935100555,76.57
chips_HARS_2022,50,71,71,14,6,MSGG169-2,471.8032,1.067,8,64.1682968139648,73.0635375976562,46.5646781921387,0.0747776255011559,0.615250170230865,0.152194291353226,0.00722489412873983,0.00623972900211811,21.32
chips_HARS_2022,50,72,72,13,6,Hodag,567.5626,1.073,6,51.7383575439453,73.3888931274414,40.046028137207,0.196534961462021,0.516885340213776,0.257757008075714,0.138382345438004,0.297380685806274,53.078
chips_HARS_2022,50,73,73,12,6,W19028-19,551.99595,1.076,6,52.066047668457,74.7124252319336,41.2989845275879,0.198495000600815,0.529949307441711,0.253203302621841,0.142773106694221,0.294856995344162,51.01
chips_HARS_2022,50,74,74,11,6,W19027-53,635.8792,1.063,5,45.1341781616211,70.0140075683594,35.8025588989258,0.238197341561317,0.480176389217377,0.29656133055687,0.230897665023804,0.607127130031586,64.938
chips_HARS_2022,50,75,75,10,6,MSGG409-3,666.6011,1.07,6,44.7597694396973,68.5118179321289,34.9691505432129,0.237627014517784,0.477816224098206,0.297584354877472,0.183876127004623,0.489127606153488,65.684
chips_HARS_2022,50,76,76,9,6,W16219-8,499.5848,1.079,9,43.890079498291,63.4533882141113,34.4474258422852,0.209920033812523,0.507942616939545,0.269806563854218,0.115277044475079,0.217864915728569,46.664
chips_HARS_2022,50,77,77,8,6,W19022-3,499.2339,1.067,5,44.5413513183594,66.0453414916992,33.737735748291,0.222918808460236,0.480101108551025,0.288566172122955,0.153680503368378,0.361087441444397,58.032
chips_HARS_2022,50,78,78,7,6,W17039-31,588.7497,1.085,7,42.8884963989258,64.2709655761719,32.5524063110352,0.217757195234299,0.484570384025574,0.282172650098801,0.151525110006332,0.316375315189362,51.574
chips_HARS_2022,50,79,79,6,6,W17060-9,573.40085,1.088,6,44.488151550293,66.9557037353516,33.6953620910645,0.223655074834824,0.476821780204773,0.289920628070831,0.188474357128143,0.413005828857422,54.131
chips_HARS_2022,50,8,8,8,1,W19009-15,601.491,1.079,7,44.1424217224121,68.0426254272461,31.7682819366455,0.246549263596535,0.426062554121017,0.326458126306534,0.184888333082199,0.534188628196716,71.341
chips_HARS_2022,50,80,80,5,6,W19005-7,509.1922,1.091,5,40.6522789001465,65.5949249267578,31.763298034668,0.266666144132614,0.452718436717987,0.324457943439484,0.236509740352631,0.6879563331604,71.824
chips_HARS_2022,50,81,81,4,6,MSGG195-1,621.05065,1.08,5,41.3361549377441,63.7786636352539,34.3349647521973,0.249880209565163,0.501866340637207,0.2943334877491,0.236485943198204,0.721326649188995,75.33
chips_HARS_2022,50,82,82,3,6,W19027-19,352.80575,1.07,5,44.3424034118652,69.5824127197266,33.0920791625977,0.250729650259018,0.447628229856491,0.317820936441422,0.204002544283867,0.500553250312805,60.594
chips_HARS_2022,50,83,83,2,6,W19023-24,533.9004,1.078,8,55.019474029541,82.5992584228516,39.3100128173828,0.217311039566994,0.452397227287292,0.295789003372192,0.173007950186729,0.333047479391098,47.551
chips_HARS_2022,50,84,84,1,6,W19026-12,463.95635,1.079,6,52.5024147033691,71.7907791137695,37.9177589416504,0.173269525170326,0.496871322393417,0.253302991390228,0.0272926930338144,0.043373703956604,39.246
chips_HARS_2022,50,85,85,1,7,MN19AF6866-12,352.05555,1.068,5,55.7641906738281,73.807731628418,38.0976943969727,0.155945390462875,0.486781001091003,0.247046485543251,-0.00176262261811644,-0.00251649343408644,35.275
chips_HARS_2022,50,86,86,2,7,W19009-22,639.2793,1.079,6,44.3662910461426,63.1734466552734,33.5235748291016,0.201009377837181,0.496805548667908,0.269470781087875,0.131880477070808,0.279840499162674,52.403
chips_HARS_2022,50,87,87,3,7,W19026-3,371.64545,1.083,9,52.1776008605957,70.370246887207,39.8050537109375,0.172327131032944,0.531506538391113,0.239634498953819,0.0343021787703037,0.0383057221770287,27.567
chips_HARS_2022,50,88,88,4,7,Atlantic,586.5717,1.082,6,41.2118644714355,65.7322845458984,33.0087738037109,0.263556063175201,0.469862818717957,0.315382421016693,0.186587616801262,0.436071217060089,57.727
chips_HARS_2022,50,89,89,5,7,W19007-11,572.68695,1.071,6,43.7632064819336,63.2768669128418,32.8677177429199,0.210453316569328,0.486126601696014,0.27884241938591,0.160703897476196,0.332684516906738,51.144
chips_HARS_2022,50,9,9,9,1,W19027-46,468.80845,1.077,7,44.3242645263672,70.3674926757812,31.062313079834,0.25899937748909,0.441429869086765,0.339800089597702,0.210385590791702,0.544720947742462,63.939
chips_HARS_2022,50,90,90,6,7,W19023-4,669.1179,1.072,9,48.4738845825195,71.5094451904297,35.7788619995117,0.20965513586998,0.473238885402679,0.282965779304504,0.147984489798546,0.273760825395584,45.696
chips_HARS_2022,50,91,91,7,7,W15200-3,550.4048,1.086,7,43.8318405151367,66.9088516235352,31.3446502685547,0.235028922557831,0.43850165605545,0.312989145517349,0.170557081699371,0.446375101804733,64.629
chips_HARS_2022,50,92,92,8,7,W19012-14,507.35905,1.085,7,42.9114265441895,62.9247055053711,34.9802932739258,0.215710341930389,0.523282945156097,0.266109883785248,0.116555355489254,0.220780834555626,46.765
chips_HARS_2022,50,93,93,9,7,W19012-3,577.0732,1.084,6,43.9281883239746,68.2315063476562,33.5422248840332,0.24045442044735,0.465039640665054,0.303879290819168,0.1472028195858,0.299884855747223,50.315
chips_HARS_2022,50,94,94,10,7,W19027-33,537.724,1.059,5,43.8949089050293,71.4952239990234,34.0736312866211,0.260986983776093,0.452432304620743,0.321137249469757,0.219996586441994,0.532349765300751,59.768
chips_HARS_2022,50,95,95,11,7,W19MSU2-9,547.2951,1.07,5,46.8845024108887,70.8785247802734,35.4602584838867,0.21808086335659,0.479813605546951,0.284495115280151,0.206069275736809,0.391207814216614,46.892
chips_HARS_2022,50,96,96,12,7,Lamoka,625.1344,1.081,6,55.3554306030273,75.1258773803711,40.1668968200684,0.170283943414688,0.504328489303589,0.248178899288177,0.058541264384985,0.100651435554028,42.46
chips_HARS_2022,50,97,97,13,7,W19008-3,646.48485,1.076,6,50.2975730895996,72.2559661865234,40.2556686401367,0.202563688158989,0.528823673725128,0.256228625774384,0.139043882489204,0.327896624803543,58.228
chips_HARS_2022,50,98,98,14,7,MSGG276-4,539.3575,1.068,7,56.3441429138184,74.0799713134766,41.8343162536621,0.152970388531685,0.530449509620667,0.228313907980919,0.0466536991298199,0.087700828909874,46.429
chips_HARS_2022,50,99,99,14,8,W17037-3,642.1591,1.073,6,46.1974906921387,68.560905456543,37.8245849609375,0.216582670807838,0.528209507465363,0.263878166675568,0.221565544605255,0.552145421504974,61.524
chips_HARS_2022,62,1,1,1,1,MSGG190-1,588.2415,1.068,6,40.7369651794434,60.7500877380371,32.5457229614258,0.244129195809364,0.535731291480063,0.300943851470947,0.719889223575592,6.16841077804565,92.222
chips_HARS_2022,62,10,10,10,1,W19015-4,580.34625,1.082,9,39.3610000610352,57.9933013916016,31.7562808990479,0.242564156651497,0.547585326874436,0.293326437473297,0.687188863754272,4.92778730392456,77.187
chips_HARS_2022,62,100,100,13,8,W19031-12,555.23875,1.077,5,38.8794364929199,60.8918952941895,31.8717193603516,0.250153422355652,0.523414802682171,0.303422510623932,1.04951345920563,9.19430923461914,94.277
chips_HARS_2022,62,101,101,12,8,W19026-20,499.91755,1.069,6,39.52294921875,59.2357788085938,31.8348693847656,0.236874282360077,0.537426366717189,0.29033350944519,0.917778313159943,7.22287940979004,84.695
chips_HARS_2022,62,102,102,11,8,W19031-1,707.96495,1.074,6,37.3881683349609,61.3749313354492,31.3672618865967,0.291285783052444,0.511076121864098,0.333744764328003,1.13869607448578,10.1849718093872,96.258
chips_HARS_2022,62,103,103,10,8,W19022-12,604.395,1.068,6,34.9830703735352,56.8856582641602,28.5508594512939,0.300461053848267,0.501899078300408,0.352096676826477,1.05070948600769,9.24565696716309,94.695
