location,Year,sowing_date,harvest_date,plot.UID,time_since_sowing,Canopy_cover
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160021,57,0.506957829944627
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160021,60,0.585368903870337
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160021,63,0.759391982383991
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160021,66,0.811359955550827
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160021,69,0.919638466267097
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160021,71,0.843790030178684
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160021,78,0.872739161847968
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160021,81,0.888284742275005
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160021,85,0.878637846144197
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160021,88,0.856882687905127
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160021,95,0.894062808330378
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160021,95,0.812946287491165
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160021,103,0.780651356593355
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160021,109,0.663152454219347
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160021,109,0.562834564845572
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160021,117,0.0651493796603873
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160021,117,0.0365417483855248
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160021,124,0.0395306683939199
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160021,126,0.0340428399806046
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160021,131,0.0285538053848807
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160021,137,0.019731636475921
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160021,145,0.00401146114524607
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160021,151,0.00692632368410333
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,0,0
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,22,0.028928417918379
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,25,0.0661040446547241
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,29,0.0786094685974588
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,34,0.1576084173105
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,40,0.260526790041401
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,43,0.277301836189235
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,47,0.440738472739455
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,48,0.482046593973186
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,53,0.624281146350741
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,57,0.644147564058706
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,60,0.706088321120083
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,63,0.85760240075636
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,66,0.869137639090469
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,69,0.930068940493469
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,71,0.884977422477423
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,78,0.896320496320496
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,81,0.89517952017952
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,85,0.894022319022319
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,88,0.88983653983654
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,95,0.906941006941007
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,95,0.821102421102421
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,103,0.79796596046596
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,109,0.778973891473892
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,109,0.638927526427526
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,117,0.106157393657394
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,117,0.0937535062535063
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,124,0.00797872047872048
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,126,0.0073966823966824
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,131,0.00593478093478093
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,137,0.00692013247322982
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,145,0.00407811657811658
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160022,151,0.00846863346863347
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,0,0
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,22,0.0299408470952061
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,25,0.0713731476819959
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,29,0.106838395739626
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,34,0.193874816683168
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,40,0.265263255552858
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,43,0.326427439989842
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,47,0.52646573799439
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,48,0.575061019218874
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,53,0.780597915050241
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,57,0.772163182649998
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,60,0.815419234203854
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,63,NA
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,66,0.872424813823369
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,69,0.927428994730374
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,71,0.847240772960444
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,78,0.885481777316938
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,81,0.875780351448617
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,85,0.873877558293254
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,88,0.877011900786747
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,95,0.87268652767282
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,95,0.797438265095907
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,103,0.792666209732694
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,109,0.842166779923805
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,109,0.746143643247824
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,117,0.116700497355055
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,117,0.0840710913106389
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,124,0.00896098291574645
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,126,0.0050311554766661
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,131,0.00264470063990283
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,137,0.00458153481080617
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,145,0.00265360987602249
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160023,151,0.00448288187434619
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,0,0
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,22,0.0251118576790808
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,25,0.058653145991062
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,29,0.0681535350909997
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,34,0.156164099496748
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,40,0.238041243356712
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,43,0.30295263139226
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,47,0.482810000000145
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,48,0.521557938014582
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,53,0.708661598879834
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,57,0.644854111356761
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,60,0.665552993565592
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,63,0.822026433298254
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,66,0.831418762355619
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,69,0.922806223809999
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,71,0.82325721310261
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,78,0.872100193604059
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,81,0.87840233606221
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,85,0.846953564056516
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,88,0.858292890706805
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,95,0.872188286453922
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,95,0.861390780883051
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,103,0.872486600877325
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,109,0.882724266376761
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,109,0.781121051588374
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,117,0.248383170862089
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,117,0.198692546944479
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,124,0.0519202239160075
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,126,0.0245845371021056
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,131,0.00991532575334403
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,137,0.0164073145051406
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,145,0.00986777563551984
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160024,151,0.0212502978317846
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,0,0
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,22,0.0247130568222726
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,25,0.0519696010392591
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,29,0.0676153921233242
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,34,0.133314876969412
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,40,0.216431800278332
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,43,0.247490288244532
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,47,0.434299517799663
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,48,0.497167696756893
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,53,0.708383795193541
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,57,0.574707008805343
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,60,0.595522824906748
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,63,0.774035522017052
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,66,0.794667195614284
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,69,0.915384882980375
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,71,0.870632394784666
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,78,0.857603515592959
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,81,0.894846184833389
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,85,0.906925852103395
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,88,0.888175043245421
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,95,0.891072463649239
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,95,0.862637118515237
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,103,0.778937976314816
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,109,0.693479055363252
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,109,0.604500349062089
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,117,0.0938238794924655
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,117,0.0725243705490027
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,124,0.014562633404604
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,126,0.0108497474540341
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,131,0.00828600944563837
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,137,0.0100313730518874
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,145,0.0088610960731882
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160025,151,0.0170250710409081
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,0,0
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,22,0.0216567197853783
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,25,0.0509286936279496
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,29,0.0642782746530418
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,34,0.124910327463159
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,40,0.184442947802591
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,43,0.210387000336727
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,47,0.365370854805514
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,48,0.426635566939889
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,53,0.578637726497855
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,57,0.566820628176096
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,60,0.615193037630839
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,63,0.831455246189415
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,66,0.814953126139929
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,69,0.91606151077589
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,71,0.811362514456574
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,78,0.842525833779959
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,81,0.859980207422452
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,85,0.858298425996446
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,88,0.838959408761389
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,95,0.887803588051113
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,95,0.865440913749495
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,103,0.856410609009619
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,109,0.749072193544141
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,109,0.606737116019294
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,117,0.02664710915536
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,117,0.0216681710906133
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,124,0.0124372373134749
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,126,0.0113053933598488
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,131,0.00742162891502825
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,137,0.0126574784503173
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,145,0.0124867187573458
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160026,151,0.0243840288810309
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,0,0
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,22,0.0208434673856718
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,25,0.0510480701035031
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,29,0.0578020498855362
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,34,0.143805122469645
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,40,0.221682604724539
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,43,0.241906189351665
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,47,0.419656154046675
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,48,0.463501207926906
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,53,0.6020550541564
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,57,0.627092556735677
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,60,0.650001200674362
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,63,0.843288719271492
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,66,0.855861000597843
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,69,0.893325363720101
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,71,0.810535204823168
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,78,0.882118768927726
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,81,0.894009343493248
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,85,0.871314638372021
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,88,0.817179721439693
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,95,0.854814869641672
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,95,0.843656732040217
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,103,0.824326277615291
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,109,0.861599693168972
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,109,0.78918674824903
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,117,0.152004220671121
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,117,0.107535029377227
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,124,0.0298334110877848
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,126,0.0266529549682104
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,126,0.0270146876165071
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,131,0.0257945408400272
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,137,0.0231341169427473
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,145,0.00934648380414651
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160027,151,0.0121347661966111
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,0,0
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,22,0.0172303336146574
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,25,0.0431955937749115
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,29,0.0572105275730568
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,34,0.136026217196155
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,40,0.217149315197134
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,43,0.263435879298211
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,47,0.45556944831948
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,48,0.491026482893672
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,53,0.69294566956027
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,57,0.682844320526568
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,60,0.673118080936193
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,63,0.822825116182798
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,66,0.83713684269967
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,69,0.902035161851916
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,71,0.793828063219698
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,78,0.876849549900881
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,81,0.879925227216102
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,85,0.868565505400106
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,88,0.871221279776413
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,95,0.87470887090659
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,95,0.849780773022218
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,103,0.822076386857756
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,109,0.727987796951675
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,109,0.609029334979905
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,117,0.0641132614041359
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,117,0.0580751085979223
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,124,0.0203313726127414
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,126,0.0152888813059916
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,126,0.0167305796583363
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,131,0.00940875066350351
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,137,0.0108083702936172
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,145,0.00304141886841507
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160028,151,0.00373660806170312
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,0,0
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,22,0.0166261105319174
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,25,0.0472520450316948
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,29,0.0615230212262754
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,34,0.140861603675475
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,40,0.205693740876393
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,43,0.241552916926094
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,47,0.42608638644564
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,48,0.460092726787412
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,53,0.590383549659659
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,57,0.605835864057281
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,60,0.596769164651339
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,63,0.750650130670544
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,66,0.792730175418103
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,69,0.901706021628193
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,71,0.849002573577206
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,78,0.899765447522601
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,81,0.90231079360043
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,85,0.893178092424032
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,88,0.875144873888107
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,95,0.877577433165214
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,95,0.843815895585037
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,103,0.84283923625571
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,109,0.787703153954121
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,109,0.643189522588208
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,117,0.103457445636487
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,117,0.0704471314970155
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,124,0.0315994462842877
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,126,0.0254962894657404
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,126,0.0197685377983135
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,131,0.0125819942138581
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,137,0.0173149615760691
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,145,0.00702610814753119
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160029,151,0.0124548653960419
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,0,0
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,22,0.0184144467258391
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,25,0.0553346317310828
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,29,0.0703875675329001
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,34,0.142720667779208
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,40,0.228907258890595
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,43,0.24800368789592
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,47,0.41348043702811
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,48,0.439728269223212
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,53,0.570548022861642
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,57,0.608232326380966
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,60,0.634477618113123
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,63,0.809235717663177
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,66,0.820552939124368
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,69,0.923572736787022
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,71,0.887175090934412
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,78,0.893511879893404
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,81,0.901948097163507
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,85,0.863738826456308
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,88,0.84303605275022
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,95,0.857173226218379
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,95,0.854711919076045
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,103,0.861821001423321
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,109,0.882151569548007
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,109,0.855838272470418
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,117,0.318668315406095
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,117,0.284103797411585
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,124,0.0477572363964245
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,126,0.0400930174645999
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,126,0.0365996254045136
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,126,0.0378878137266704
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,131,0.0320369721260359
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,137,0.0286380662764126
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,145,0.00889502002799434
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160030,151,0.0135009718343052
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160031,0,0
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160031,22,0.0234175292011102
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160031,25,0.0550932063257566
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160031,29,0.0694890828259713
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160031,34,0.151746793969187
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160031,40,0.229692636291506
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160031,43,0.25300764634092
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160031,47,0.401895246299686
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160031,48,0.413439874565471
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160031,53,0.514278899711833
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160031,57,0.558014437206872
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160031,60,0.607037654924215
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160031,63,0.836628047774668
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160031,66,0.809240706430715
